X,Y,id_0,id,name,address,lat,long,auxiliary_storage_labeling_positionx,auxiliary_storage_labeling_positiony,auxiliary_storage_labeling_labelrotation,auxiliary_storage_labeling_show,icon_url
-78.9420470820784,42.8801699334378,"1",,Waverly Beach Park,"271 Helena St, Fort Erie, ON L2A 5Z7",42.88395807,-78.93961426,-78.9471262124256,42.8736286628103,305.007936758765,,
-79.0162033391827,42.8680242430679,"2",,Windmill Point Park (Beach),"2409 Dominion Rd, Ridgeway, ON L0S 1N0",42.88340138,-79.00472346,-79.0230936089578,42.8576354089605,300.189889961963,,
-79.0589575424191,42.8571856212758,"3",,Crystal Beach (Beach),"3855 Terrace Ln, Crystal Beach, ON L0S 1B0",42.8597492,-79.05758908,-79.064729116255,42.8489218397867,301.592496497056,,
-79.1407832658775,42.8648916204738,"4",,Sherkston Quarry Beach,"Empire Road, Sherkston, ON L0S 1R0",42.87196817,-79.13682993,-79.146924040447,42.8556743941972,301.561982807324,,
-79.1473289965588,42.8678460097053,"5",,Sherkston Shores (Beach),"45 Wyldewood Beach, Sherkston, ON L0S 1R0",42.87024198,-79.14550438,-79.1545130290713,42.8584586644376,301.682521720213,,
-79.2356443753321,42.8735307394509,"6",,Nickel Beach,"Nickel Beach, 69 Lake Rd, Port Colborne, ON L3K 3C8",42.87637221,-79.23891348,-79.2338794000805,42.8683326804685,301.118517294561,,
-79.4265946248383,42.8685802420416,"7",,Long Beach Conservation Area,"12965 Lakeshore Rd, Wainfleet, ON L0S 1V0",42.87344407,-79.42292628,-79.4355670632203,42.8592131181853,310.77931869638,,
-79.4021897949914,42.8685966495405,"8",,Wainfleet Public Beach,"Traver Rd, Wainfleet, ON N1A 2W8",42.87290583,-79.42365089,-79.4091495092073,42.8616286914457,310.712994205569,,
-79.3839987365588,42.8590652953602,"9",,Augustine Beach,"Wainfleet, ON N1A 2W8",42.86151734,-79.38217412,-79.3889270520572,42.8540861222294,310.658279983135,,
